RouteID,StopID,Schedule Period Name,Schedule Period Start Date,Schedule Period End Date,Day Type,Time Period,Average Boardings,Average Alightings
12,10001,Spring 2023,04/16/2023,06/17/2023,Weekday,Mid-Day,1.1,0.1
12,9994,Fall 2018,09/02/2018,12/15/2018,Weekday,Mid-Day,2.5,3.6
12,10002,Fall 2021,09/05/2021,12/11/2021,Saturday,Morning,3.5,3.9
12,10003,Fall 2019,09/01/2019,12/14/2019,Saturday,Afternoon,4.7,0
12,3887,Winter 2021,12/12/2021,04/16/2022,Saturday,Morning,1.8,2.3
12,3367,Summer 2022,06/19/2022,09/03/2022,Weekday,Mid-Day,12.8,21.2
12,10004,Fall 2020,09/06/2020,12/12/2020,Weekday,Morning,1,0
12,10005,Fall 2019,09/01/2019,12/14/2019,Weekday,Morning,7.2,0.2
12,3907,Winter 2020,12/13/2020,04/17/2021,Weekday,Mid-Day,23.8,32.4
12,10006,Summer 2021,06/20/2021,09/04/2021,Weekday,PM Peak,0,0.1
12,9902,Fall 2020,09/06/2020,12/12/2020,Saturday,Afternoon,11,1.5
12,10007,Summer 2020,08/02/2020,09/05/2020,Weekday,PM Peak,8,0.5
12,3173,Winter 2023,12/17/2023,04/13/2024,Weekday,Night,0,0.8
12,2330,Winter 2018,12/16/2018,04/06/2019,Saturday,Morning,4.8,17
12,2425,Spring 2024,04/14/2024,06/15/2024,Weekday,Morning,2,0.9
12,9992,Fall 2021,09/05/2021,12/11/2021,Sunday,Evening,0.3,0.3
12,3276,Spring 2024,04/14/2024,06/15/2024,Weekday,PM Peak,1.8,6.4
12,9948,Winter 2023,12/17/2023,04/13/2024,Saturday,Night,2,0
12,10008,Winter 2018,12/16/2018,04/06/2019,Saturday,Evening,1.2,0.5
12,9931,Fall 2019,09/01/2019,12/14/2019,Weekday,Mid-Day,3.5,0.7
12,9997,Fall 2018,09/02/2018,12/15/2018,Weekday,Night,0,0.1
12,10009,Winter 2020,12/13/2020,04/17/2021,Saturday,Morning,0,1.5
12,3828,Fall 2020,09/06/2020,12/12/2020,Saturday,Night,0,0
12,9887,Winter 2018,12/16/2018,04/06/2019,Weekday,Evening,0.1,0
12,10010,Summer 2019,06/16/2019,08/31/2019,Weekday,PM Peak,16.4,4.3
12,3659,Summer 2019,06/16/2019,08/31/2019,Weekday,Evening,0.1,0
12,9922,Winter 2023,12/17/2023,04/13/2024,Saturday,Afternoon,0,0
12,9908,Fall 2022,09/04/2022,12/10/2022,Saturday,Morning,0.2,0
12,9889,Winter 2017,12/17/2017,04/07/2018,Weekday,PM Peak,4.5,5.7
12,3363,Winter 2022,12/11/2022,04/15/2023,Weekday,Mid-Day,33.7,15.5
12,3203,Fall 2021,09/05/2021,12/11/2021,Saturday,Afternoon,0,0
12,9995,Fall 2021,09/05/2021,12/11/2021,Weekday,Morning,0.3,0
12,10011,Spring 2018,04/08/2018,06/16/2018,Saturday,Evening,2,0
12,9974,Summer 2019,06/16/2019,08/31/2019,Sunday,Morning,3.3,6.8
12,2058,Fall 2023,09/03/2023,12/16/2023,Weekday,PM Peak,17.3,29.7
12,9935,Winter 2023,12/17/2023,04/13/2024,Sunday,Night,0,0
12,10012,Summer 2019,06/16/2019,08/31/2019,Weekday,Mid-Day,1.4,0
12,9914,Summer 2021,06/20/2021,09/04/2021,Weekday,PM Peak,6.9,13.9
12,9983,Fall 2023,09/03/2023,12/16/2023,Weekday,PM Peak,0.2,7.3
12,9948,Summer 2019,06/16/2019,08/31/2019,Sunday,Afternoon,0.8,0
12,9889,Summer 2024,06/16/2024,08/31/2024,Saturday,Evening,1.3,0.3
12,3918,Fall 2022,09/04/2022,12/10/2022,Weekday,Mid-Day,0.2,2.6
12,2406,Winter 2020,12/13/2020,04/17/2021,Saturday,Night,0.7,1
12,2431,Summer 2019,06/16/2019,08/31/2019,Saturday,Morning,0.5,11.5
12,9919,Fall 2018,09/02/2018,12/15/2018,Sunday,Morning,1,0.5
12,9971,Winter 2021,12/12/2021,04/16/2022,Sunday,Morning,0,0.5
12,3226,Summer 2018,06/17/2018,09/01/2018,Weekday,Morning,12.9,1.3
12,9910,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Evening,1,3.8
12,10013,Winter 2020,12/13/2020,04/17/2021,Saturday,Night,0,0
12,10014,Summer 2023,06/18/2023,09/02/2023,Sunday,Night,0,0
12,9924,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Afternoon,1.6,19.4
12,9953,Summer 2024,06/16/2024,08/31/2024,Weekday,Night,0.2,0.3
12,9933,Summer 2021,06/20/2021,09/04/2021,Weekday,Mid-Day,1.1,1.3
12,3755,Summer 2021,06/20/2021,09/04/2021,Weekday,Evening,11.3,15.4
12,10015,Winter 2020,12/13/2020,04/17/2021,Saturday,Afternoon,0,0
12,3659,Spring 2022,04/17/2022,06/18/2022,Weekday,Mid-Day,0,0
12,9991,Spring 2018,04/08/2018,06/16/2018,Sunday,Morning,0,2
12,3165,Fall 2023,09/03/2023,12/16/2023,Saturday,Night,1,1.3
12,3804,Summer 2023,06/18/2023,09/02/2023,Sunday,Evening,6,6
12,2488,Spring 2023,04/16/2023,06/17/2023,Sunday,Afternoon,16,25
12,9900,Winter 2021,12/12/2021,04/16/2022,Sunday,Morning,9,4
12,3387,Spring 2023,04/16/2023,06/17/2023,Weekday,PM Peak,2.5,0
12,3329,Spring 2023,04/16/2023,06/17/2023,Saturday,Afternoon,8.5,0
12,10016,Winter 2021,12/12/2021,04/16/2022,Sunday,Afternoon,2.1,4.4
12,10008,Fall 2021,09/05/2021,12/11/2021,Saturday,Night,0.5,0
12,10017,Winter 2017,12/17/2017,04/07/2018,Sunday,Afternoon,1.6,2.2
12,3866,Summer 2023,06/18/2023,09/02/2023,Saturday,Evening,4.3,0.8
12,9903,Spring 2023,04/16/2023,06/17/2023,Weekday,Evening,10.3,3.8
12,2443,Summer 2021,06/20/2021,09/04/2021,Saturday,Night,0,2
12,3306,Spring 2019,04/07/2019,06/15/2019,Sunday,Afternoon,12.7,1.3
12,3662,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Evening,2.3,3.1
12,3715,Fall 2020,09/06/2020,12/12/2020,Sunday,Afternoon,3.1,2.1
12,3866,Spring 2023,04/16/2023,06/17/2023,Saturday,Evening,1,0
12,3715,Spring 2021,04/18/2021,06/19/2021,Saturday,Night,0,0
12,10018,Fall 2020,09/06/2020,12/12/2020,Saturday,Afternoon,9.4,7.7
12,10019,Winter 2019,12/15/2019,04/11/2020,Sunday,Evening,0,0
12,9996,Fall 2021,09/05/2021,12/11/2021,Weekday,Morning,1.8,0
12,9906,Fall 2022,09/04/2022,12/10/2022,Sunday,Afternoon,46.6,32.5
12,10020,Fall 2020,09/06/2020,12/12/2020,Weekday,Evening,0,0.1
12,1619,Winter 2023,12/17/2023,04/13/2024,Saturday,Evening,4,12
12,9924,Spring 2019,04/07/2019,06/15/2019,Weekday,Mid-Day,20.1,58.1
12,10021,Winter 2019,12/15/2019,04/11/2020,Sunday,Night,0,0
12,3391,Summer 2024,06/16/2024,08/31/2024,Saturday,Night,9.2,8
12,3755,Summer 2023,06/18/2023,09/02/2023,Saturday,Night,0.3,1
12,3794,Winter 2017,12/17/2017,04/07/2018,Weekday,Night,0.7,1.9
12,2431,Spring 2018,04/08/2018,06/16/2018,Saturday,Night,0,0
12,9971,Summer 2019,06/16/2019,08/31/2019,Weekday,Mid-Day,0.4,2.2
12,10022,Summer 2019,06/16/2019,08/31/2019,Weekday,PM Peak,0.5,0.7
12,3907,Fall 2023,09/03/2023,12/16/2023,Sunday,Afternoon,31.7,28
12,2330,Spring 2021,04/18/2021,06/19/2021,Sunday,Night,1.3,0.7
12,10023,Winter 2018,12/16/2018,04/06/2019,Sunday,Afternoon,1.5,8.2
12,10024,Fall 2018,09/02/2018,12/15/2018,Sunday,Evening,0.7,0
12,2341,Winter 2020,12/13/2020,04/17/2021,Saturday,Afternoon,3.1,1.1
12,3887,Spring 2020,04/12/2020,05/02/2020,Saturday,Afternoon,3,0.5
12,9932,Spring 2022,04/17/2022,06/18/2022,Saturday,Afternoon,0.5,0.7
12,9883,Spring 2022,04/17/2022,06/18/2022,Sunday,Afternoon,0,3.3
12,10010,Summer 2021,06/20/2021,09/04/2021,Saturday,Afternoon,8,3.6
12,9977,Summer 2021,06/20/2021,09/04/2021,Sunday,Morning,5.3,2
12,9881,Summer 2022,06/19/2022,09/03/2022,Weekday,Evening,0,1.9
12,10025,Summer 2024,06/16/2024,08/31/2024,Sunday,Afternoon,13.3,3.8
