RouteID,StopID,Schedule Period Name,Schedule Period Start Date,Schedule Period End Date,Day Type,Time Period,Average Boardings,Average Alightings
91,3821,Winter 2018,12/16/2018,04/06/2019,Weekday,Mid-Day,2.8,0
91,11634,Summer 2022,06/19/2022,09/03/2022,Weekday,Mid-Day,0.3,0
91,9590,Winter 2022,12/11/2022,04/15/2023,Saturday,Afternoon,0,0
91,10472,Winter 2017,12/17/2017,04/07/2018,Weekday,Evening,0,0
91,4055,Fall 2023,09/03/2023,12/16/2023,Saturday,Afternoon,0,0
91,6546,Spring 2019,04/07/2019,06/15/2019,Saturday,Afternoon,0,0
91,11635,Spring 2019,04/07/2019,06/15/2019,Weekday,Evening,0,0
91,10427,Fall 2019,09/01/2019,12/14/2019,Saturday,Morning,0,0
91,11636,Winter 2023,12/17/2023,04/13/2024,Weekday,Morning,0.7,0
91,11637,Winter 2019,12/15/2019,04/11/2020,Saturday,Afternoon,0,2
91,11638,Winter 2018,12/16/2018,04/06/2019,Weekday,Morning,1,0.1
91,11639,Winter 2019,12/15/2019,04/11/2020,Saturday,Morning,0.4,0
91,2445,Spring 2018,04/08/2018,06/16/2018,Weekday,Morning,0.5,1.6
91,11640,Summer 2018,06/17/2018,09/01/2018,Weekday,PM Peak,0.3,0
91,11641,Fall 2022,09/04/2022,12/10/2022,Saturday,Afternoon,0,0
91,11642,Summer 2018,06/17/2018,09/01/2018,Weekday,Morning,2.3,0
91,4081,Winter 2019,12/15/2019,04/11/2020,Weekday,PM Peak,0.2,2.7
91,11643,Fall 2019,09/01/2019,12/14/2019,Weekday,Morning,2.7,0.3
91,4076,Fall 2023,09/03/2023,12/16/2023,Weekday,Morning,0,0
91,11644,Summer 2024,06/16/2024,08/31/2024,Weekday,PM Peak,0.5,0
91,11645,Spring 2018,04/08/2018,06/16/2018,Sunday,Afternoon,0,0
91,10490,Winter 2022,12/11/2022,04/15/2023,Weekday,Mid-Day,2,0.5
91,11646,Winter 2022,12/11/2022,04/15/2023,Weekday,Mid-Day,0.8,0.8
91,4055,Fall 2022,09/04/2022,12/10/2022,Weekday,PM Peak,2.5,0
91,1672,Winter 2018,12/16/2018,04/06/2019,Weekday,Mid-Day,0.2,0
91,11647,Summer 2020,08/02/2020,09/05/2020,Weekday,PM Peak,0,0
91,11639,Spring 2023,04/16/2023,06/17/2023,Weekday,Mid-Day,0,0
91,11639,Summer 2020,08/02/2020,09/05/2020,Weekday,Mid-Day,0,0
91,11619,Winter 2018,12/16/2018,04/06/2019,Weekday,Evening,0,0
91,11648,Winter 2018,12/16/2018,04/06/2019,Weekday,Evening,0.6,0.7
91,11648,Summer 2018,06/17/2018,09/01/2018,Saturday,Afternoon,0,0
91,11649,Winter 2022,12/11/2022,04/15/2023,Weekday,PM Peak,0.5,0.3
91,9496,Winter 2017,12/17/2017,04/07/2018,Saturday,Evening,0.3,0
91,13,Fall 2022,09/04/2022,12/10/2022,Weekday,Evening,0,0
91,11635,Summer 2020,08/02/2020,09/05/2020,Weekday,PM Peak,0.5,0
91,11650,Winter 2020,12/13/2020,04/17/2021,Weekday,PM Peak,0.1,1.2
91,300,Spring 2021,04/18/2021,06/19/2021,Weekday,Morning,1.4,0.2
91,10474,Summer 2020,08/02/2020,09/05/2020,Weekday,Mid-Day,0,1.5
91,11651,Winter 2019,12/15/2019,04/11/2020,Weekday,Morning,0.1,1.2
91,10451,Summer 2021,06/20/2021,09/04/2021,Weekday,PM Peak,0,0
91,11652,Winter 2018,12/16/2018,04/06/2019,Saturday,Morning,2,1
91,9620,Spring 2021,04/18/2021,06/19/2021,Saturday,Afternoon,1,0
91,11653,Winter 2017,12/17/2017,04/07/2018,Saturday,Afternoon,0,0
91,11654,Fall 2023,09/03/2023,12/16/2023,Weekday,Mid-Day,1.6,1
91,11623,Spring 2023,04/16/2023,06/17/2023,Weekday,Mid-Day,4.3,13.7
91,11655,Fall 2020,09/06/2020,12/12/2020,Saturday,Afternoon,0,0
91,11656,Summer 2018,06/17/2018,09/01/2018,Saturday,Afternoon,0,0
91,11657,Spring 2022,04/17/2022,06/18/2022,Weekday,Evening,0,0.2
91,9584,Summer 2022,06/19/2022,09/03/2022,Saturday,Morning,0,0
91,11641,Fall 2022,09/04/2022,12/10/2022,Weekday,Morning,0.1,0.8
91,11658,Fall 2018,09/02/2018,12/15/2018,Saturday,Afternoon,0,0
91,11648,Fall 2019,09/01/2019,12/14/2019,Weekday,Mid-Day,0.3,0.1
91,11659,Spring 2018,04/08/2018,06/16/2018,Sunday,Afternoon,0,0.3
91,11660,Summer 2024,06/16/2024,08/31/2024,Saturday,Afternoon,0,0
91,9496,Fall 2019,09/01/2019,12/14/2019,Saturday,Evening,0,0
91,11661,Spring 2021,04/18/2021,06/19/2021,Weekday,PM Peak,1.3,0.4
91,11657,Spring 2020 Special,05/03/2020,08/01/2020,Saturday,Morning,0,0
91,11662,Summer 2020,08/02/2020,09/05/2020,Weekday,Mid-Day,0,0.7
91,2445,Summer 2024,06/16/2024,08/31/2024,Saturday,Morning,0,1
91,11660,Spring 2018,04/08/2018,06/16/2018,Weekday,Evening,0.2,0.3
91,2301,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Afternoon,0,0.7
91,3859,Spring 2020 Special,05/03/2020,08/01/2020,Saturday,Morning,0,0
91,11663,Spring 2022,04/17/2022,06/18/2022,Weekday,Mid-Day,4.5,1.4
91,9575,Spring 2023,04/16/2023,06/17/2023,Weekday,PM Peak,0,0.5
91,11664,Winter 2018,12/16/2018,04/06/2019,Weekday,Mid-Day,1.5,0.6
91,11656,Spring 2019,04/07/2019,06/15/2019,Weekday,Mid-Day,0.5,1
91,300,Spring 2023,04/16/2023,06/17/2023,Weekday,Morning,0.1,0
91,3836,Summer 2022,06/19/2022,09/03/2022,Weekday,Evening,0.1,0
91,11652,Fall 2020,09/06/2020,12/12/2020,Weekday,Mid-Day,10.7,8.9
91,3411,Fall 2021,09/05/2021,12/11/2021,Weekday,Mid-Day,2.9,3.5
91,11665,Winter 2019,12/15/2019,04/11/2020,Weekday,PM Peak,1.6,21.2
91,3411,Summer 2021,06/20/2021,09/04/2021,Saturday,Afternoon,1,0
91,9496,Spring 2024,04/14/2024,06/15/2024,Weekday,PM Peak,0,0
91,3938,Spring 2024,04/14/2024,06/15/2024,Weekday,Evening,0,0
91,192,Summer 2022,06/19/2022,09/03/2022,Weekday,PM Peak,0,0.5
91,4133,Winter 2020,12/13/2020,04/17/2021,Saturday,Morning,1,0
91,4074,Spring 2019,04/07/2019,06/15/2019,Saturday,Morning,0,0
91,4074,Spring 2021,04/18/2021,06/19/2021,Weekday,Evening,0,0
91,192,Summer 2018,06/17/2018,09/01/2018,Weekday,Evening,0,0
91,4055,Spring 2019,04/07/2019,06/15/2019,Weekday,Mid-Day,0.5,0.3
91,3412,Summer 2023,06/18/2023,09/02/2023,Saturday,Afternoon,1,0
91,4081,Spring 2018,04/08/2018,06/16/2018,Weekday,Evening,0.3,0.3
91,11660,Winter 2021,12/12/2021,04/16/2022,Weekday,PM Peak,0,0
91,2301,Fall 2020,09/06/2020,12/12/2020,Weekday,PM Peak,0,0.1
91,11666,Spring 2022,04/17/2022,06/18/2022,Weekday,PM Peak,0,0.3
91,11658,Winter 2017,12/17/2017,04/07/2018,Weekday,PM Peak,0.2,0.7
91,11665,Summer 2022,06/19/2022,09/03/2022,Weekday,Mid-Day,3.3,8.1
93,3275,Spring 2018,04/08/2018,06/16/2018,Weekday,Morning,1.2,0
93,11667,Fall 2018,09/02/2018,12/15/2018,Weekday,Evening,0,0.1
93,11409,Fall 2018,09/02/2018,12/15/2018,Saturday,Evening,0.3,0.8
93,3327,Summer 2018,06/17/2018,09/01/2018,Saturday,Night,0,1
93,11409,Fall 2018,09/02/2018,12/15/2018,Weekday,PM Peak,0.5,0.4
93,11418,Winter 2017,12/17/2017,04/07/2018,Saturday,Night,0,0
93,11238,Winter 2017,12/17/2017,04/07/2018,Saturday,Evening,2.5,13.8
93,11274,Winter 2019,12/15/2019,04/11/2020,Weekday,Morning,0.7,0
93,11278,Spring 2019,04/07/2019,06/15/2019,Weekday,Evening,0.5,0
93,11668,Winter 2017,12/17/2017,04/07/2018,Saturday,Morning,0.3,0.3
93,11669,Summer 2018,06/17/2018,09/01/2018,Weekday,PM Peak,0,0
93,11670,Summer 2019,06/16/2019,08/31/2019,Saturday,Evening,0,0
93,11671,Winter 2017,12/17/2017,04/07/2018,Saturday,Night,0,0
93,11672,Summer 2019,06/16/2019,08/31/2019,Weekday,PM Peak,0,0.1
93,11673,Winter 2018,12/16/2018,04/06/2019,Weekday,Morning,0,0
93,11309,Winter 2019,12/15/2019,04/11/2020,Weekday,Night,0,0.7
93,11674,Spring 2018,04/08/2018,06/16/2018,Weekday,Morning,0,0.4
93,11675,Fall 2018,09/02/2018,12/15/2018,Weekday,Morning,0,0.4
93,11673,Summer 2019,06/16/2019,08/31/2019,Weekday,Mid-Day,0.8,0
93,11427,Winter 2018,12/16/2018,04/06/2019,Saturday,Evening,14,0
93,3355,Winter 2019,12/15/2019,04/11/2020,Sunday,Afternoon,0,0
93,11676,Fall 2018,09/02/2018,12/15/2018,Weekday,Night,0.1,0.4
93,11427,Winter 2018,12/16/2018,04/06/2019,Sunday,Afternoon,39,60
93,11284,Winter 2018,12/16/2018,04/06/2019,Weekday,PM Peak,1.1,0
93,3327,Winter 2017,12/17/2017,04/07/2018,Weekday,Morning,0.1,0
93,11677,Fall 2019,09/01/2019,12/14/2019,Weekday,Mid-Day,2.8,3.1
93,11310,Summer 2018,06/17/2018,09/01/2018,Saturday,Night,0,0
93,3307,Fall 2019,09/01/2019,12/14/2019,Weekday,PM Peak,0,0.1
93,11270,Winter 2019,12/15/2019,04/11/2020,Saturday,Night,0.2,0.2
93,11678,Summer 2018,06/17/2018,09/01/2018,Weekday,Morning,0,0.2
93,11671,Summer 2019,06/16/2019,08/31/2019,Weekday,Mid-Day,0,2.9
93,11679,Summer 2019,06/16/2019,08/31/2019,Weekday,Mid-Day,0.1,2.2
93,3417,Spring 2019,04/07/2019,06/15/2019,Weekday,Mid-Day,0.4,0
93,11680,Summer 2018,06/17/2018,09/01/2018,Weekday,Morning,0,0
93,11681,Spring 2019,04/07/2019,06/15/2019,Saturday,Evening,1,0
93,38,Summer 2019,06/16/2019,08/31/2019,Sunday,Afternoon,0.7,0
93,11274,Winter 2018,12/16/2018,04/06/2019,Weekday,Night,0,0
93,11205,Fall 2018,09/02/2018,12/15/2018,Sunday,Afternoon,0,6
93,11201,Winter 2018,12/16/2018,04/06/2019,Weekday,PM Peak,1.3,5.1
93,3289,Summer 2018,06/17/2018,09/01/2018,Weekday,PM Peak,1.1,3.6
93,2442,Winter 2019,12/15/2019,04/11/2020,Weekday,Morning,0,0
93,11284,Winter 2019,12/15/2019,04/11/2020,Saturday,Evening,0.3,0.3
93,11682,Winter 2017,12/17/2017,04/07/2018,Saturday,Morning,0.8,3.4
93,3327,Winter 2017,12/17/2017,04/07/2018,Weekday,Night,0,0.1
93,11673,Winter 2018,12/16/2018,04/06/2019,Weekday,Night,0,0
93,4088,Summer 2018,06/17/2018,09/01/2018,Weekday,Night,3.4,1
93,11273,Fall 2019,09/01/2019,12/14/2019,Saturday,Afternoon,0.5,1.2
95,11683,Fall 2023,09/03/2023,12/16/2023,Weekday,PM Peak,0,0
95,11684,Summer 2023,06/18/2023,09/02/2023,Weekday,Mid-Day,0,0
95,11685,Summer 2018,06/17/2018,09/01/2018,Sunday,Afternoon,0,0
95,3832,Spring 2024,04/14/2024,06/15/2024,Weekday,Mid-Day,0.2,0
95,3894,Winter 2018,12/16/2018,04/06/2019,Saturday,Afternoon,0,2
95,11686,Winter 2021,12/12/2021,04/16/2022,Weekday,Morning,0.6,0.2
95,11685,Summer 2020,08/02/2020,09/05/2020,Sunday,Afternoon,0.3,0
95,10872,Summer 2018,06/17/2018,09/01/2018,Weekday,Mid-Day,3.3,0.7
95,36,Winter 2022,12/11/2022,04/15/2023,Weekday,Evening,0,0
95,10889,Fall 2020,09/06/2020,12/12/2020,Weekday,Morning,1.2,0.9
95,11687,Fall 2022,09/04/2022,12/10/2022,Weekday,PM Peak,0.1,0.5
95,11528,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,PM Peak,0,0.7
95,3652,Fall 2018,09/02/2018,12/15/2018,Weekday,Morning,1.5,1.3
95,11688,Winter 2019,12/15/2019,04/11/2020,Weekday,Evening,0.3,0
95,3317,Spring 2022,04/17/2022,06/18/2022,Weekday,Mid-Day,2.3,0.1
95,11689,Winter 2023,12/17/2023,04/13/2024,Weekday,PM Peak,2.4,0.5
95,3309,Summer 2022,06/19/2022,09/03/2022,Weekday,PM Peak,0.6,0.8
95,3645,Fall 2019,09/01/2019,12/14/2019,Saturday,Afternoon,1,0
95,11690,Summer 2018,06/17/2018,09/01/2018,Weekday,Morning,0.9,0.3
95,11691,Fall 2018,09/02/2018,12/15/2018,Weekday,PM Peak,0.3,0.1
95,11528,Winter 2021,12/12/2021,04/16/2022,Weekday,PM Peak,0.2,1.1
95,36,Summer 2023,06/18/2023,09/02/2023,Weekday,Evening,0,0
95,11692,Fall 2020,09/06/2020,12/12/2020,Weekday,Evening,0,0
95,11693,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Afternoon,0,0.3
95,11687,Summer 2024,06/16/2024,08/31/2024,Weekday,Mid-Day,1.5,0.1
95,10784,Winter 2019,12/15/2019,04/11/2020,Saturday,Afternoon,3,0.9
95,10832,Winter 2020,12/13/2020,04/17/2021,Weekday,Morning,0.4,0
95,3296,Winter 2023,12/17/2023,04/13/2024,Weekday,Evening,0.2,0.2
95,36,Summer 2020,08/02/2020,09/05/2020,Weekday,PM Peak,0,0
95,10862,Spring 2020,04/12/2020,05/02/2020,Weekday,Morning,0,0
95,9567,Summer 2020,08/02/2020,09/05/2020,Weekday,Night,0,0
95,11694,Spring 2018,04/08/2018,06/16/2018,Weekday,Evening,0.2,0
95,11695,Winter 2017,12/17/2017,04/07/2018,Sunday,Afternoon,0,0
95,11696,Summer 2020,08/02/2020,09/05/2020,Sunday,Evening,0,0
95,11486,Winter 2019,12/15/2019,04/11/2020,Weekday,PM Peak,0.1,0.1
95,11692,Spring 2019,04/07/2019,06/15/2019,Saturday,Evening,0,0
95,11697,Fall 2022,09/04/2022,12/10/2022,Weekday,Morning,2.4,0
95,9538,Spring 2022,04/17/2022,06/18/2022,Weekday,Evening,0,0
95,11698,Spring 2024,04/14/2024,06/15/2024,Weekday,Mid-Day,0.7,0
95,11699,Summer 2024,06/16/2024,08/31/2024,Weekday,Morning,0.1,0.4
95,11700,Winter 2018,12/16/2018,04/06/2019,Sunday,Afternoon,0,0
95,11701,Winter 2020,12/13/2020,04/17/2021,Weekday,PM Peak,0.3,0
95,11702,Summer 2018,06/17/2018,09/01/2018,Weekday,Night,0,0
95,10738,Spring 2021,04/18/2021,06/19/2021,Weekday,Mid-Day,0,0
95,10846,Fall 2023,09/03/2023,12/16/2023,Weekday,Morning,0,0
95,11703,Spring 2019,04/07/2019,06/15/2019,Weekday,Morning,0.3,0
95,11683,Fall 2020,09/06/2020,12/12/2020,Weekday,Mid-Day,1.3,0
95,11695,Winter 2023,12/17/2023,04/13/2024,Weekday,PM Peak,0.9,0.5
95,11704,Fall 2019,09/01/2019,12/14/2019,Weekday,PM Peak,0.1,0
95,3296,Fall 2019,09/01/2019,12/14/2019,Saturday,Evening,0,0
95,3309,Fall 2020,09/06/2020,12/12/2020,Weekday,Mid-Day,0.6,0.3
95,11510,Fall 2020,09/06/2020,12/12/2020,Weekday,Evening,0,0
95,11705,Fall 2018,09/02/2018,12/15/2018,Weekday,Evening,0,0
95,11486,Winter 2018,12/16/2018,04/06/2019,Weekday,Mid-Day,0.4,0.1
95,11693,Summer 2019,06/16/2019,08/31/2019,Weekday,Evening,0,0
95,10740,Fall 2021,09/05/2021,12/11/2021,Weekday,Morning,0.9,0
95,11706,Winter 2017,12/17/2017,04/07/2018,Sunday,Evening,0,0
95,11690,Winter 2017,12/17/2017,04/07/2018,Sunday,Evening,0,0
95,3296,Summer 2018,06/17/2018,09/01/2018,Saturday,Afternoon,0.3,0.3
95,10839,Winter 2017,12/17/2017,04/07/2018,Sunday,Afternoon,0,0.3
95,11707,Spring 2018,04/08/2018,06/16/2018,Weekday,Morning,0,0
95,11708,Winter 2017,12/17/2017,04/07/2018,Saturday,Afternoon,2,0.5
95,11707,Fall 2021,09/05/2021,12/11/2021,Weekday,Morning,0,0
95,11709,Winter 2019,12/15/2019,04/11/2020,Saturday,Evening,0,0
95,10738,Winter 2021,12/12/2021,04/16/2022,Weekday,Evening,0,0
95,10843,Winter 2019,12/15/2019,04/11/2020,Weekday,PM Peak,0.1,0.5
95,11710,Summer 2022,06/19/2022,09/03/2022,Weekday,PM Peak,0.5,0.1
95,2398,Spring 2018,04/08/2018,06/16/2018,Saturday,Afternoon,0.5,1
95,11707,Fall 2019,09/01/2019,12/14/2019,Weekday,Morning,0.8,0.2
95,11711,Summer 2023,06/18/2023,09/02/2023,Weekday,Mid-Day,0.7,0
95,11685,Fall 2018,09/02/2018,12/15/2018,Weekday,Mid-Day,0.7,1.3
95,11712,Fall 2022,09/04/2022,12/10/2022,Weekday,PM Peak,0,2
95,10862,Winter 2022,12/11/2022,04/15/2023,Weekday,Morning,0.1,0
95,11713,Summer 2021,06/20/2021,09/04/2021,Weekday,Evening,0,0
95,9513,Summer 2019,06/16/2019,08/31/2019,Weekday,Mid-Day,0.6,0
95,11704,Spring 2019,04/07/2019,06/15/2019,Weekday,Morning,0,0
95,3752,Spring 2018,04/08/2018,06/16/2018,Weekday,Mid-Day,0.7,1
95,11714,Winter 2021,12/12/2021,04/16/2022,Weekday,Morning,1.2,0.4
95,11715,Fall 2019,09/01/2019,12/14/2019,Saturday,Afternoon,0.5,0
95,10846,Spring 2019,04/07/2019,06/15/2019,Weekday,Morning,0,0
95,11683,Winter 2018,12/16/2018,04/06/2019,Sunday,Afternoon,0,0
95,11716,Fall 2018,09/02/2018,12/15/2018,Weekday,Morning,0.9,0.7
95,10899,Winter 2021,12/12/2021,04/16/2022,Weekday,Mid-Day,1.7,1.7
95,2446,Spring 2021,04/18/2021,06/19/2021,Weekday,Mid-Day,1.5,3.7
95,10742,Summer 2024,06/16/2024,08/31/2024,Weekday,PM Peak,0.2,0
95,11717,Spring 2023,04/16/2023,06/17/2023,Weekday,Morning,0.6,0
95,10867,Spring 2019,04/07/2019,06/15/2019,Saturday,Afternoon,10,1
95,11718,Winter 2020,12/13/2020,04/17/2021,Weekday,Mid-Day,0,0.1
95,11696,Summer 2020,08/02/2020,09/05/2020,Sunday,Afternoon,0,0
95,10908,Summer 2024,06/16/2024,08/31/2024,Weekday,Morning,0.1,2.4
95,11719,Winter 2021,12/12/2021,04/16/2022,Weekday,PM Peak,0,0
99,2484,Summer 2019,06/16/2019,08/31/2019,Weekday,Mid-Day,0.7,7.2
99,11288,Summer 2019,06/16/2019,08/31/2019,Saturday,Evening,0,0
99,2464,Winter 2017,12/17/2017,04/07/2018,Saturday,Afternoon,0.3,1.9
99,11675,Winter 2019,12/15/2019,04/11/2020,Saturday,Evening,0,0
99,3242,Spring 2018,04/08/2018,06/16/2018,Saturday,Morning,0,0
99,11258,Summer 2019,06/16/2019,08/31/2019,Weekday,PM Peak,0,0.3
99,11720,Summer 2019,06/16/2019,08/31/2019,Sunday,Afternoon,0,0
99,3791,Spring 2018,04/08/2018,06/16/2018,Saturday,Afternoon,0,0
99,11721,Spring 2018,04/08/2018,06/16/2018,Weekday,PM Peak,0,0.3
99,11581,Summer 2018,06/17/2018,09/01/2018,Weekday,Mid-Day,3,3
99,11722,Winter 2019,12/15/2019,04/11/2020,Saturday,Morning,0,0
99,11723,Summer 2018,06/17/2018,09/01/2018,Weekday,Morning,2,0
99,11724,Fall 2018,09/02/2018,12/15/2018,Weekday,PM Peak,0,0.5
99,11675,Summer 2019,06/16/2019,08/31/2019,Sunday,Afternoon,0,0
99,11272,Spring 2018,04/08/2018,06/16/2018,Weekday,Mid-Day,0.3,2.2
99,2390,Winter 2019,12/15/2019,04/11/2020,Weekday,PM Peak,0,0.6
99,11275,Winter 2019,12/15/2019,04/11/2020,Weekday,Evening,0.3,0.8
99,11724,Fall 2019,09/01/2019,12/14/2019,Sunday,Afternoon,0.5,0
99,11725,Fall 2019,09/01/2019,12/14/2019,Saturday,Morning,0,3.2
99,3355,Winter 2019,12/15/2019,04/11/2020,Sunday,Afternoon,0,0.7
99,11726,Spring 2018,04/08/2018,06/16/2018,Weekday,Mid-Day,7.3,2.2
99,3687,Winter 2019,12/15/2019,04/11/2020,Saturday,Morning,0,0
99,11727,Summer 2019,06/16/2019,08/31/2019,Weekday,Evening,0,0
99,11722,Fall 2018,09/02/2018,12/15/2018,Weekday,PM Peak,0,0
99,3950,Fall 2019,09/01/2019,12/14/2019,Weekday,PM Peak,0.1,0
99,11728,Winter 2019,12/15/2019,04/11/2020,Saturday,Morning,0.3,0
99,3687,Winter 2017,12/17/2017,04/07/2018,Saturday,Morning,0,0
99,11729,Fall 2018,09/02/2018,12/15/2018,Weekday,Mid-Day,1.4,7.4
99,11252,Spring 2018,04/08/2018,06/16/2018,Saturday,Afternoon,0,3.7
99,11730,Winter 2019,12/15/2019,04/11/2020,Saturday,Morning,0,3.9
99,11731,Winter 2017,12/17/2017,04/07/2018,Saturday,Evening,1,0
101,11732,Summer 2021,06/20/2021,09/04/2021,Weekday,Morning,0,0
101,3995,Fall 2021,09/05/2021,12/11/2021,Weekday,Mid-Day,0,0
101,11733,Winter 2017,12/17/2017,04/07/2018,Weekday,PM Peak,0,0
101,11025,Summer 2019,06/16/2019,08/31/2019,Weekday,PM Peak,0,1
101,11734,Spring 2021,04/18/2021,06/19/2021,Weekday,Morning,0,0
101,11735,Winter 2020,12/13/2020,04/17/2021,Weekday,PM Peak,0,0
101,11736,Fall 2021,09/05/2021,12/11/2021,Weekday,Morning,1,0
101,11737,Winter 2018,12/16/2018,04/06/2019,Weekday,PM Peak,0,0
101,11738,Winter 2019,12/15/2019,04/11/2020,Weekday,Morning,0,0
101,11739,Spring 2018,04/08/2018,06/16/2018,Weekday,PM Peak,2,0
100,2309,Winter 2022,12/11/2022,04/15/2023,Weekday,PM Peak,0,0
101,11740,Spring 2020,04/12/2020,05/02/2020,Weekday,Morning,0,0
101,11741,Spring 2021,04/18/2021,06/19/2021,Weekday,Morning,0,0
101,11742,Summer 2019,06/16/2019,08/31/2019,Weekday,PM Peak,0,0
101,10757,Fall 2020,09/06/2020,12/12/2020,Weekday,Morning,1,0.1
101,3995,Spring 2020,04/12/2020,05/02/2020,Weekday,PM Peak,0,0
102,11743,Winter 2022,12/11/2022,04/15/2023,Weekday,Morning,0.3,3.8
102,10113,Winter 2022,12/11/2022,04/15/2023,Weekday,Mid-Day,2.3,1.8
102,4006,Spring 2021,04/18/2021,06/19/2021,Weekday,Mid-Day,0,0
102,10616,Summer 2023,06/18/2023,09/02/2023,Weekday,PM Peak,1,0
102,10643,Summer 2022,06/19/2022,09/03/2022,Weekday,Morning,0,0
102,11744,Fall 2020,09/06/2020,12/12/2020,Weekday,Mid-Day,0.3,0.3
102,9795,Winter 2019,12/15/2019,04/11/2020,Weekday,PM Peak,0,0
102,11745,Summer 2024,06/16/2024,08/31/2024,Weekday,Morning,0,0
102,2373,Summer 2022,06/19/2022,09/03/2022,Weekday,Morning,0,0
102,11746,Summer 2019,06/16/2019,08/31/2019,Weekday,Mid-Day,0,0
102,11747,Winter 2019,12/15/2019,04/11/2020,Weekday,PM Peak,0,0
102,11748,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,PM Peak,0,0
102,11749,Summer 2019,06/16/2019,08/31/2019,Weekday,PM Peak,0,0
102,11744,Summer 2023,06/18/2023,09/02/2023,Weekday,PM Peak,0,5
102,11750,Fall 2019,09/01/2019,12/14/2019,Weekday,Mid-Day,0.5,0
102,10578,Summer 2023,06/18/2023,09/02/2023,Weekday,Morning,0,1
102,11751,Winter 2023,12/17/2023,04/13/2024,Weekday,PM Peak,0,0
102,11752,Summer 2024,06/16/2024,08/31/2024,Weekday,Morning,0,0
102,11753,Spring 2023,04/16/2023,06/17/2023,Weekday,Morning,0.8,2.8
102,11754,Summer 2020,08/02/2020,09/05/2020,Weekday,Mid-Day,0,0
104,2280,Summer 2023,06/18/2023,09/02/2023,Weekday,Morning,0,0
104,2403,Summer 2019,06/16/2019,08/31/2019,Saturday,Night,0,0.5
104,2433,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Morning,0.1,0.3
104,11755,Winter 2022,12/11/2022,04/15/2023,Sunday,Afternoon,1,1.5
104,11756,Spring 2020,04/12/2020,05/02/2020,Weekday,Evening,0,0
104,10981,Spring 2019,04/07/2019,06/15/2019,Saturday,Evening,0,0
104,10946,Spring 2023,04/16/2023,06/17/2023,Weekday,PM Peak,0,0
104,11757,Spring 2020 Special,05/03/2020,08/01/2020,Sunday,Afternoon,0,0.3
104,11758,Winter 2019,12/15/2019,04/11/2020,Saturday,Morning,0,0
104,11759,Fall 2019,09/01/2019,12/14/2019,Weekday,Evening,0,0
104,3790,Winter 2019,12/15/2019,04/11/2020,Saturday,Afternoon,0.9,0
104,11758,Fall 2023,09/03/2023,12/16/2023,Weekday,Mid-Day,0,0
104,11760,Spring 2020,04/12/2020,05/02/2020,Sunday,Afternoon,0,0
104,11761,Winter 2019,12/15/2019,04/11/2020,Weekday,Night,0,0
104,11007,Spring 2021,04/18/2021,06/19/2021,Weekday,Mid-Day,0.6,0
104,11762,Summer 2022,06/19/2022,09/03/2022,Weekday,Mid-Day,1,0.2
104,11038,Spring 2019,04/07/2019,06/15/2019,Saturday,Night,0,0
104,11755,Fall 2021,09/05/2021,12/11/2021,Weekday,Mid-Day,0.4,2.7
104,11763,Fall 2019,09/01/2019,12/14/2019,Saturday,Night,0,0
104,11756,Spring 2018,04/08/2018,06/16/2018,Weekday,Night,0,0
104,11764,Winter 2019,12/15/2019,04/11/2020,Weekday,Mid-Day,0,0.2
104,3311,Fall 2018,09/02/2018,12/15/2018,Sunday,Afternoon,0.5,0
104,11765,Spring 2018,04/08/2018,06/16/2018,Saturday,Morning,0,0
104,2420,Summer 2020,08/02/2020,09/05/2020,Weekday,Evening,0,0
104,11766,Summer 2020,08/02/2020,09/05/2020,Weekday,Night,0,0
104,11767,Summer 2020,08/02/2020,09/05/2020,Saturday,Afternoon,0,0
104,11768,Winter 2022,12/11/2022,04/15/2023,Sunday,Afternoon,0,0
104,11755,Winter 2022,12/11/2022,04/15/2023,Weekday,Morning,0,0
104,10981,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Evening,0.1,0
104,11769,Summer 2020,08/02/2020,09/05/2020,Weekday,Night,0,0
104,3311,Spring 2018,04/08/2018,06/16/2018,Saturday,Evening,0,0
104,11770,Spring 2019,04/07/2019,06/15/2019,Weekday,Evening,0,0.3
104,11033,Summer 2022,06/19/2022,09/03/2022,Weekday,Morning,0.1,0.1
104,11771,Summer 2019,06/16/2019,08/31/2019,Weekday,Night,0,0.9
104,2420,Spring 2020 Special,05/03/2020,08/01/2020,Saturday,Evening,0,0
104,11772,Winter 2019,12/15/2019,04/11/2020,Saturday,Evening,3,1
104,11773,Winter 2021,12/12/2021,04/16/2022,Weekday,Mid-Day,0.1,2
104,11769,Fall 2019,09/01/2019,12/14/2019,Saturday,Morning,6,0.3
104,11774,Spring 2020 Special,05/03/2020,08/01/2020,Weekday,Morning,0,0
104,11775,Winter 2017,12/17/2017,04/07/2018,Saturday,Afternoon,1,1
104,11756,Fall 2021,09/05/2021,12/11/2021,Weekday,Mid-Day,0.3,0.2
