StopID,StreetID,StopNumber
3164,622,30271
3165,308,50186
3166,247,30242
3167,622,30194
3168,310,50881
3169,131,60115
3170,697,60079
3171,710,61100
3172,604,60519
3173,308,50810
3174,665,30379
3175,5676,60836
3176,106,10383
3177,368,40501
3178,711,61141
3179,609,60464
3180,744,40887
3181,609,10149
3182,10,20034
3183,5678,10395
3184,618,10406
3185,671,61289
3186,625,10507
3187,100,50718
3188,102,30393
3189,625,10523
3190,628,61114
3191,694,40196
3192,618,20012
3193,601,20237
3194,131,60146
3195,966,61118
3196,650,30489
3197,213,30145
3198,247,30262
3199,601,20304
3200,720,50580
3201,726,40713
3202,620,60937
3203,633,50344
3204,630,60663
3205,900,10332
3206,676,50058
3207,715,61012
3208,665,30366
3209,695,20323
3210,610,20503
3211,196,10837
3212,607,10616
3213,601,20257
3214,247,30231
3215,56,50395
3216,607,10615
3217,624,60439
3218,622,30472
3219,851,10274
3220,807,61155
3221,847,50596
3222,611,60473
3223,609,60387
3224,38,40566
3225,609,10128
3226,151,50483
3227,388,61245
3228,247,30265
3229,672,11033
3230,621,10187
3231,661,40470
3232,429,60452
3233,163,60597
3234,735,10098
3235,639,30414
3236,29,10207
3237,5744,10450
3238,615,50814
3239,683,50824
3240,611,60563
3241,633,50327
3242,710,61101
3243,99,40383
3244,614,30440
3245,176,61143
3246,694,40170
3247,604,60397
3248,131,60058
3249,99,40434
3250,310,50617
3251,978,20482
3252,64,30076
3253,720,50262
3254,928,10797
3255,611,60503
3256,5745,61103
3257,766,11039
3258,658,10732
3259,922,60219
3260,131,10072
3261,64,11051
3262,357,30385
3263,601,20253
3264,601,20242
3265,592,20353
3266,747,50798
3267,213,30179
3268,99,40406
3269,646,50099
3270,676,50053
3271,625,20103
3272,629,40090
3273,749,60798
3274,609,60382
3275,411,60868
3276,336,50107
3277,611,60569
3278,1068,10695
3279,102,30433
3280,619,20171
3281,694,40789
3282,605,20041
3283,694,40066
3284,665,30380
3285,617,30616
3286,102,30424
3287,624,60444
3288,661,40337
3289,882,61195
3290,629,40109
3291,749,60797
3292,756,40461
3293,486,50247
3294,636,10487
3295,601,20273
3296,474,40600
3297,131,60067
3298,50,50851
3299,5666,10624
3300,655,30643
3301,617,30612
3302,213,30162
3303,634,60113
3304,683,50406
3305,782,40223
3306,705,30331
3307,411,60879
3308,315,10058
3309,295,40662
3310,793,10874
3311,760,40011
3312,619,20176
3313,594,20013
3314,777,10159
3315,131,60251
3316,213,30167
3317,834,40364
3318,336,50077
3319,594,10309
3320,801,50682
3321,1041,11022
3322,1057,50207
3323,64,30071
3324,826,11038
3325,696,50622
3326,405,61217
3327,534,10786
3328,611,60560
3329,705,30498
3330,697,60084
3331,93,50127
3332,639,30141
3333,806,30545
3334,131,60150
3335,719,60828
3336,630,60588
3337,5746,40147
3338,630,60591
3339,625,20101
3340,629,40110
3341,91,60903
3342,630,60593
3343,697,60075
3344,601,10549
3345,601,20249
3346,611,60572
3347,796,10178
3348,627,10644
3349,102,30448
3350,171,40117
3351,697,60076
3352,905,20478
3353,657,40046
3354,634,60103
3355,710,60015
3356,2793,10343
3357,601,10573
3358,639,30606
3359,639,30418
3360,601,10555
3361,133,50726
3362,742,50681
3363,64,30096
3364,974,10788
3365,5747,50445
3366,639,30583
3367,902,10185
3368,131,60131
3369,695,20332
3370,601,20207
3371,617,30633
3372,336,50083
3373,5704,30773
3374,695,20329
3375,665,30758
3376,762,30892
3377,601,20245
3378,76,60301
3379,911,30899
3380,721,61254
3381,630,60594
3382,609,10142
3383,290,50040
3384,641,11023
3385,645,60657
3386,99,40395
3387,669,30732
3388,99,40420
3389,721,61253
3390,56,50393
3391,733,30094
3392,102,30398
3393,619,20138
3394,609,60379
3395,754,30792
3396,604,60525
3397,622,30281
3398,670,61048
3399,601,10822
3400,5748,60993
3401,694,40772
3402,310,50616
3403,601,10543
3404,88,10835
3405,102,30394
3406,5668,30568
3407,5749,30659
3408,871,40793
3409,750,40129
3410,131,60248
3411,734,20424
3412,1021,20293
3413,622,30474
3414,605,10266
3415,665,30369
3416,5750,50519
3417,411,60888
3418,151,50599
3419,613,40803
3420,907,60813
3421,625,61230
3422,661,10511
3423,429,40262
3424,683,62001
3425,777,50404
3426,720,10158
3427,64,50280
3428,131,30022
3429,768,60067
3430,804,10297
3431,639,50862
3432,625,30586
3433,624,10512
3434,429,61131
3435,631,60454
3436,669,10363
3437,64,30712
3438,700,10638
3439,642,60060
3440,719,60255
3441,93,60901
3442,429,50136
3443,615,61251
3444,669,50527
3445,99,30726
3446,705,40409
3447,590,30200
3448,762,50320
3449,690,30891
3450,533,10877
3451,619,50206
3452,388,20165
3453,705,61250
3454,649,30118
3455,721,61238
3456,645,61253
3457,601,60662
3458,665,10568
3459,5751,30365
3460,315,60755
3461,5662,10062
3462,694,11034
3463,880,40154
3464,796,30232
3465,209,10178
3466,751,10666
3467,745,60162
3468,99,20064
3469,634,40432
3470,665,60110
3471,5741,30365
3472,601,10804
3473,653,30802
3474,713,40193
3475,194,10703
3476,813,60074
3477,621,10071
3478,131,30383
3479,601,60246
3480,762,20227
3481,877,30893
3482,102,40877
3483,118,30456
3484,609,60344
3485,643,10144
3486,131,40283
3487,604,60251
3488,646,60397
3489,851,50295
3490,594,20003
3491,631,10318
3492,64,30100
3493,592,10637
3494,5745,20344
3495,804,61103
3496,131,50780
3497,631,10072
3498,669,10368
3499,665,30724
3500,315,30380
3501,909,10063
3502,909,10490
3503,630,50077
3504,609,60663
3505,133,10144
3506,844,50413
3507,904,20292
3508,665,50105
3509,590,30362
3510,131,50315
3511,474,60253
3512,176,40600
3513,727,61146
3514,411,10173
3515,688,61007
3516,658,60780
3517,859,10635
3518,618,10800
3519,99,20029
3520,196,40412
3521,1875,10435
3522,907,61148
3523,88,61234
3524,64,10709
3525,675,30080
3526,64,30768
3527,650,10633
3528,131,30764
3529,184,60721
3530,605,60136
3531,197,10281
3532,688,40873
3533,636,60780
3534,446,10467
3535,645,40619
3536,990,60659
3537,5732,20116
3538,779,50486
3539,601,60683
3540,597,20258
3541,639,30594
3542,23,30186
3543,906,30302
3544,727,30909
3545,757,10156
3546,458,10194
3547,696,40644
3548,823,50103
3549,760,50454
3550,810,40051
3551,609,61203
3552,601,60376
3553,405,10578
3554,660,60124
3555,694,40300
3556,720,40186
3557,934,50266
3558,657,40333
3559,602,40027
3560,763,40525
3561,315,50005
3562,5665,10066
3563,131,50947
3564,601,60118
3565,720,10582
3566,598,50573
3567,622,10762
3568,591,30116
3569,194,30678
3570,5752,60679
3571,1001,60803
3572,630,30808
3573,619,60591
3574,962,20143
3575,631,60599
3576,604,10631
3577,688,60664
3578,310,60442
3579,213,50617
3580,5753,30157
3581,727,50388
3582,336,10169
3583,368,50077
3584,590,40453
3585,496,50318
3586,891,20097
3587,611,50358
3588,856,60505
3589,631,60734
3590,666,10356
3591,102,10628
3592,601,30480
3593,622,20200
3594,5754,30245
3595,611,10901
3596,1151,60561
3597,601,61206
3598,601,10577
3599,715,10549
3600,601,61022
3601,56,10545
3602,29,50398
3603,811,40424
3604,720,30913
3605,885,50280
3606,713,10018
3607,33,10641
3608,696,30838
3609,661,50072
3610,641,40314
3611,727,10365
3612,310,10169
3613,745,20001
3614,5755,20066
3615,624,61298
3616,658,60422
3617,665,10635
3618,664,30381
3619,604,20378
3620,601,10782
3621,634,10541
3622,5735,60113
3623,860,11031
3624,604,40911
3625,825,60426
3626,604,50271
3627,757,60516
3628,184,10194
3629,850,61001
3630,64,40377
3631,5715,30095
3632,706,50310
3633,733,30663
3634,625,30824
3635,604,20091
3636,5756,10093
3637,601,10558
3638,688,60442
3639,357,30407
3640,884,30794
3641,622,30079
3642,666,10628
3643,458,40746
3644,720,50551
3645,694,40189
3646,992,10811
3647,10,20050
3648,601,20234
3649,99,40412
3650,604,60529
3651,611,60508
3652,602,40292
3653,99,40431
3654,634,60110
3655,615,50521
3656,629,40096
3657,131,60140
3658,636,10478
3659,939,50793
3660,607,10619
3661,666,10773
3662,713,10703
3663,1917,40376
3664,840,10321
3665,665,30384
3666,728,50476
3667,197,40844
3668,986,10240
3669,601,20284
3670,204,30621
3671,194,60044
3672,683,50816
3673,594,10336
3674,870,10036
3675,676,50062
3676,736,61213
3677,655,30640
3678,726,40712
3679,69,62023
3680,694,40787
3681,486,50234
3682,64,30044
3683,697,60085
3684,620,60930
3685,665,30106
3686,611,60483
3687,297,61222
3688,453,40014
3689,612,20337
3690,480,10667
3691,5701,61202
3692,601,10131
3693,5757,50545
3694,601,20220
3695,701,50826
3696,679,30656
3697,5710,50405
3698,5715,50311
3699,657,40007
3700,693,61108
3701,446,40617
3702,601,20268
3703,611,60541
3704,64,30090
3705,179,61211
3706,5755,61190
3707,247,30254
3708,658,10721
3709,1009,60842
3710,609,60311
3711,5742,40838
3712,796,10180
3713,5689,60911
3714,622,30289
3715,669,30733
3716,603,60120
3717,194,60039
3718,609,60381
3719,196,10200
3720,93,50160
3721,184,60983
3722,904,50105
3723,937,30649
3724,909,10839
3725,756,40467
3726,64,30081
3727,29,10593
3728,787,10701
3729,33,30843
3730,618,10423
3731,194,60071
3732,25,60229
3733,131,10085
3734,617,30631
3735,64,30801
3736,665,30354
3737,614,30943
3738,615,50534
3739,631,30100
3740,658,10755
3741,619,20195
3742,639,30420
3743,713,10840
3744,594,10315
3745,99,40608
3746,63,30815
3747,615,50532
3748,699,50045
3749,2099,30237
3750,844,20292
3751,619,20190
3752,814,40306
3753,611,60565
3754,658,10726
3755,607,10612
3756,68,61299
3757,724,60365
3758,102,30467
3759,292,50256
3760,618,10771
3761,720,50276
3762,869,50123
3763,601,20255
3764,292,50259
3765,720,50557
3766,131,61104
3767,99,40382
3768,196,10436
3769,68,60208
3770,354,20303
3771,622,30470
3772,619,20199
3773,357,30323
3774,793,11058
3775,291,60319
3776,601,20217
3777,64,30083
3778,91,60176
3779,609,60373
3780,689,50176
3781,817,30332
3782,901,50188
3783,644,50614
3784,615,50531
3785,131,60246
3786,609,60377
3787,720,50279
3788,618,10403
3789,599,50784
3790,760,40732
3791,620,60832
3792,823,50959
3793,671,61288
3794,963,10004
3795,297,62034
3796,657,40047
3797,5668,30571
3798,292,50022
3799,63,30816
3800,625,20094
3801,99,40435
3802,131,10083
3803,639,30224
3804,64,30095
3805,23,10269
3806,91,60178
3807,874,60247
3808,666,10656
3809,766,10132
3810,151,50492
3811,673,60014
3812,772,10650
3813,194,60041
3814,720,50566
3815,5730,50900
3816,727,10167
3817,5758,50330
3818,622,30193
3819,676,50059
3820,756,40458
3821,612,20338
3822,834,40740
3823,751,61026
3824,665,30364
3825,474,40594
3826,357,30406
3827,601,10648
3828,669,30712
3829,292,50260
3830,619,20135
3831,641,10375
3832,653,40193
3833,852,20514
3834,751,10808
3835,620,60954
3836,833,20450
3837,631,10351
3838,5753,50388
3839,254,30660
3840,601,20214
3841,23,10290
3842,618,20039
3843,636,20110
3844,700,60060
3845,628,61115
3846,784,30750
3847,625,20092
3848,975,30789
3849,52,40893
3850,533,50248
3851,474,40607
3852,5689,60138
3853,665,30365
3854,483,61219
3855,601,10550
3856,184,60135
3857,99,40379
3858,5722,10009
3859,619,20143
3860,655,30572
3861,620,60963
3862,601,20208
3863,633,50322
3864,594,10328
3865,850,40377
3866,308,50728
3867,618,10408
3868,605,20040
3869,611,60546
3870,602,40525
3871,683,50602
3872,68,61295
3873,601,10432
3874,602,40234
3875,64,30073
3876,99,40630
3877,509,40469
3878,624,61131
3879,661,40314
3880,609,60386
3881,63,30814
3882,533,50249
3883,665,30126
3884,709,40219
3885,611,60555
3886,368,40487
3887,705,30119
3888,604,60391
3889,669,30725
3890,784,30307
3891,622,30078
3892,601,20285
3893,196,10202
3894,458,40679
3895,23,10289
3896,4637,20309
3897,44,30503
3898,680,40036
3899,762,30893
3900,665,30779
3901,636,10483
3902,665,30376
3903,636,10402
3904,131,60260
3905,5715,50310
3906,131,60250
3907,607,10617
3908,651,40024
3909,213,30144
3910,131,60239
3911,64,30026
3912,601,20286
3913,826,11032
3914,5719,60375
3915,388,61249
3916,619,20178
3917,793,11045
3918,599,50910
3919,671,61278
3920,751,60839
3921,203,11047
3922,666,10623
3923,800,10760
3924,686,50732
3925,618,20030
3926,827,30798
3927,790,62010
3928,689,50168
3929,713,10643
3930,912,20370
3931,621,11027
3932,641,10369
3933,5723,50952
3934,644,50931
3935,990,20112
3936,5715,50367
3937,744,40888
3938,734,20403
3939,605,10388
3940,325,10607
3941,932,61113
3942,54,40832
3943,611,60568
3944,1023,30964
3945,609,60372
3946,694,40187
3947,254,40758
3948,675,30803
3949,872,20365
3950,604,10783
3951,315,10034
3952,97,50609
3953,618,10295
3954,979,50821
3955,184,60866
3956,643,40258
3957,10,20019
3958,928,20049
3959,315,10007
3960,682,40271
3961,700,60064
3962,719,60861
3963,630,60689
3964,636,10486
3965,594,10314
3966,5664,40207
3967,601,10548
3968,650,30695
3969,792,40242
3970,727,10170
3971,601,20238
3972,131,60130
3973,676,50055
3974,594,10307
3975,601,20219
3976,594,10325
3977,99,40424
3978,29,10198
3979,463,10429
3980,546,10233
3981,5663,30098
3982,604,60390
3983,710,61282
3984,594,10306
3985,151,50499
3986,838,61049
3987,676,50060
3988,636,10474
3989,625,10535
3990,23,10293
3991,805,61074
3992,895,50783
3993,5678,10801
3994,131,60148
3995,764,50094
3996,686,50629
3997,535,40167
3998,619,20140
3999,54,40351
4000,720,50275
4001,639,30586
4002,602,40294
4003,30,60646
4004,91,60172
4005,523,30941
4006,626,30453
4007,118,60348
4008,601,10559
4009,594,10326
4010,64,30080
4011,5759,20499
4012,631,10358
4013,680,40043
4014,601,20201
4015,694,40195
4016,803,30088
4017,609,60458
4018,64,30039
4019,856,60732
4020,618,20029
4021,97,50429
4022,1024,20016
4023,665,30897
4024,618,10415
4025,196,10437
4026,5713,40445
4027,133,50417
4028,666,10636
4029,25,61271
4030,966,61116
4031,664,20386
4032,486,50230
4033,4087,10725
4034,293,60362
4035,709,40222
4036,131,60718
4037,694,40093
4038,44,30391
4039,657,40028
4040,118,60346
4041,619,20165
4042,666,10775
4043,650,30171
4044,610,20391
4045,99,40387
4046,602,40529
4047,613,40848
4048,214,10102
4049,5760,50916
4050,688,60720
4051,643,40282
4052,683,50403
4053,933,10911
4054,650,30668
4055,354,20294
4056,625,10519
4057,639,30225
4058,722,40576
4059,99,40384
4060,669,30528
4061,748,61156
4062,285,50182
4063,694,40780
4064,665,30383
4065,999,10236
4066,204,30624
4067,660,40301
4068,707,61149
4069,102,30884
4070,716,40156
4071,684,10620
4072,713,10706
4073,483,61274
4074,833,20444
4075,131,60128
4076,612,20524
4077,179,61210
4078,601,20263
4079,1008,40481
4080,678,50539
4081,619,20157
4082,602,40528
4083,592,20351
4084,429,60606
4085,897,20355
4086,604,10782
4087,388,61247
4088,693,60706
4089,605,10263
4090,622,30477
4091,605,20072
4092,5687,10838
4093,673,60016
4094,315,10059
4095,652,40656
4096,315,10001
4097,1484,30454
4098,997,40635
4099,625,10512
4100,615,50675
4101,711,61139
4102,613,40804
4103,689,50166
4104,720,50590
4105,429,60745
4106,102,30462
4107,601,20231
4108,689,50171
4109,64,30077
4110,68,60198
4111,759,60020
4112,592,20347
4113,634,60108
4114,694,40790
4115,885,10018
4116,601,20261
4117,64,30035
4118,23,10275
4119,604,60512
4120,696,50102
4121,486,50240
4122,856,60733
4123,624,60707
4124,631,10368
4125,336,50082
4126,609,60371
4127,483,62025
4128,5676,61296
4129,52,40896
4130,657,40003
4131,194,60046
4132,722,40583
4133,717,20485
4134,630,60578
4135,619,20183
4136,605,10261
4137,720,50561
4138,594,10344
4139,10,20026
4140,611,60501
4141,882,61189
4142,720,50587
4143,64,10633
4144,644,50613
4145,694,40065
4146,720,50282
4147,5761,30326
4148,705,50493
4149,151,50121
4150,737,50164
4151,689,30420
4152,639,10101
4153,214,60480
4154,611,30732
4155,669,50542
4156,615,30134
4157,995,60764
4158,749,50261
4159,292,10638
4160,64,30256
4161,650,50493
4162,151,40788
4163,694,50727
4164,615,60665
4165,805,50597
4166,847,30192
4167,622,60694
4168,630,40200
4169,295,10422
4170,618,30646
4171,937,10351
4172,631,30074
4173,64,50050
4174,798,40133
4175,792,20049
4176,928,10236
4177,999,10655
4178,5762,10579
4179,88,10631
4180,631,10627
4181,64,10465
4182,636,10616
4183,607,50827
4184,644,50283
4185,720,20343
4186,592,40785
4187,694,20030
4188,618,10719
4189,812,10831
4190,88,10840
4191,713,40203
4192,172,30802
4193,64,10827
4194,601,10819
4195,29,50522
4196,179,40423
4197,99,10629
4198,64,60856
4199,719,60742
4200,779,10788
4201,974,60368
4202,724,30066
4203,718,10642
4204,131,20261
4205,601,60148
4206,131,60501
4207,611,50632
4208,633,10487
4209,636,60444
4210,624,60370
4211,609,60328
4212,118,50771
4213,5728,30376
4214,665,30840
4215,33,60116
4216,131,10583
4217,601,10146
4218,609,50951
4219,229,10012
4220,5763,10295
4221,618,20198
4222,619,10357
4223,631,30378
4224,665,60707
4225,624,60245
4226,131,20348
4227,592,61289
4228,671,30392
4229,639,60963
4230,620,20248
4231,601,30501
4232,102,30576
4233,5668,20290
4234,898,30467
4235,102,60313
4236,609,10064
4237,315,60148
4238,666,30293
4239,650,20235
4240,601,11033
4241,672,60078
4242,697,50668
4243,742,30702
4244,650,60780
4245,688,30383
4246,665,60501
4247,611,60120
4248,603,30243
4249,247,40230
4250,661,40325
4251,164,10582
4252,601,20164
4253,619,50862
4254,804,40095
4255,629,50473
4256,728,50045
4257,699,10614
4258,607,20101
4259,625,60081
4260,697,40695
4261,613,40706
4262,623,30880
4263,63,20342
4264,612,60910
4265,683,30337
4266,817,40529
4267,602,60533
4268,604,60079
4269,697,30689
4270,650,61172
4271,748,20313
4272,833,60731
4273,856,61240
4274,719,50175
4275,76,40501
4276,368,50779
4277,891,30128
4278,799,10059
4279,315,10625
4280,64,61010
4281,715,10619
4282,607,20251
4283,601,10001
4284,315,50384
4285,776,40790
4286,694,30076
4287,64,40530
4288,602,10633
4289,64,60728
4290,710,10493
4291,625,30420
4292,639,30096
4293,64,30660
4294,254,30943
4295,614,11024
4296,627,20256
4297,601,50771
4298,5728,10194
4299,757,50572
4300,720,60885
4301,620,20036
4302,5678,30767
4303,675,20440
4304,872,20179
4305,619,20292
4306,844,10132
4307,766,30467
4308,102,30371
4309,665,40805
4310,657,40017
4311,651,10770
4312,618,40014
4313,453,10602
4314,690,30980
4315,5717,50503
4316,895,40595
4317,474,30557
4318,679,30896
4319,665,20210
4320,601,50811
4321,615,30625
4322,617,62016
4323,405,10630
4324,64,61244
4325,388,60319
4326,291,10671
4327,5733,60149
4328,131,60139
4329,634,30689
4330,650,10451
4331,636,20338
4332,612,60900
4333,719,40536
4334,602,20609
4335,641,60721
4336,131,60370
4337,609,60797
4338,749,50213
4339,471,30475
4340,622,60441
4341,624,10831
4342,88,10202
4343,196,20211
4344,601,10823
4345,601,40210
4346,694,10617
4347,607,60097
4348,5686,60068
4349,194,61299
4350,68,20283
4351,601,60063
4352,700,20238
4353,601,10214
4354,29,60399
4355,604,60569
4356,611,40470
4357,661,11016
4358,727,40629
4359,99,60744
4360,429,60369
4361,609,50523
4362,615,11046
4363,621,61113
4364,932,10049
4365,858,61012
4366,715,30622
4367,204,60144
4368,131,11035
4369,727,50102
4370,696,61020
4371,715,60246
4372,131,40719
4373,657,40382
4374,99,60444
4375,624,50815
4376,823,10758
4377,17,20338
4378,612,40611
4379,474,50558
4380,720,50253
4381,292,50018
4382,5660,40328
4383,164,50473
4384,728,10477
4385,636,10233
4386,546,30639
4387,655,60573
4388,611,10187
4389,621,10547
4390,601,60531
4391,604,10276
4392,625,10808
4393,751,10310
4394,594,61277
4395,671,60385
4396,609,20259
4397,131,61210
4398,179,10864
4399,399,30626
4400,617,10617
4401,607,60065
4402,131,30001
4403,102,61224
4404,297,30979
4405,5764,10648
4406,601,30764
4407,650,61104
4408,131,10126
4409,609,10581
4410,601,50280
4411,720,10615
4412,607,10036
4413,870,50107
4414,336,61243
4415,388,50372
4416,5715,20215
4417,601,20063
4418,10,61164
4419,807,61251
4420,429,10508
4421,625,30075
4422,893,20290
4423,898,10704
4424,766,50397
4425,56,11033
4426,672,20041
4427,605,10541
4428,601,60052
4429,194,40845
4430,5742,10437
4431,196,30248
4432,622,50997
4433,5765,30203
4434,733,50173
4435,689,50599
4436,151,50481
4437,5732,10094
4438,604,10370
4439,641,30780
4440,665,10614
4441,607,30192
4442,622,40883
4443,744,20200
4444,601,50270
4445,828,60784
4446,956,60116
4447,131,10801
4448,5678,10542
4449,601,30386
4450,102,20087
4451,496,20454
4452,833,40682
4453,99,40310
4454,660,50613
4455,644,10131
4456,601,20340
4457,592,60375
4458,5719,40660
4459,474,60597
4460,163,40514
4461,643,50429
4462,97,50279
4463,720,50880
4464,310,50003
4465,764,20192
4466,619,10581
4467,601,30783
4468,639,10600
4469,607,10180
4470,796,10450
4471,5744,60004
4472,710,30073
4473,64,50412
4474,133,50024
4475,292,60108
4476,634,50520
4477,615,60984
4478,749,60155
4479,131,50104
4480,976,50878
4481,310,30414
4482,639,50562
4483,720,11046
4484,621,10132
4485,766,61205
4486,671,50269
4487,720,61172
4488,748,60860
4489,719,61164
4490,807,60447
4491,624,60436
4492,609,20200
4493,601,60026
4494,131,60875
4495,620,30695
4496,650,50621
4497,292,10580
4498,601,30448
4499,102,10257
4500,605,10838
4501,5687,20101
4502,625,10354
4503,1030,61249
4504,388,40694
4505,613,40876
4506,877,50675
4507,615,20260
4508,601,10353
4509,631,30509
4510,639,10831
4511,88,30634
4512,597,61043
4513,5675,30116
4514,622,20137
4515,619,60663
4516,630,30579
4517,655,50598
4518,151,61228
4519,878,40276
4520,643,10619
4521,607,50576
4522,720,40744
4523,5692,40543
4524,638,61184
4525,725,20169
4526,619,60673
4527,778,30362
4528,665,10741
4529,196,10836
4530,196,30532
4531,714,10638
4532,64,50606
4533,56,30853
4534,650,40529
4535,602,10288
4536,23,60698
4537,630,30940
4538,5669,10642
4539,64,60597
4540,163,30283
4541,23,40154
4542,694,10775
4543,666,50415
4544,133,50540
4545,615,10570
4546,348,20020
4547,10,60558
4548,611,10488
4549,636,30074
4550,64,60053
4551,700,60101
4552,759,30671
4553,650,50439
4554,686,10757
4555,17,50616
4556,310,40445
4557,5713,10436
4558,196,30602
4559,204,40787
4560,694,30897
4561,665,61034
4562,848,20235
4563,601,30809
4564,1001,10699
4565,399,60147
4566,5675,10631
4567,631,50102
4568,696,40090
4569,629,50089
4570,662,20418
4571,601,40531
4572,602,60125
4573,131,50695
4574,56,10562
4575,601,50288
4576,720,60253
4577,131,10200
4578,196,40695
4579,613,20268
4580,601,20059
4581,10,50128
4582,93,40430
4583,99,10570
4584,348,60556
4585,611,40458
4586,756,20352
4587,592,20511
4588,912,10179
4589,796,10281
4590,605,60405
4591,604,30023
4592,64,61018
4593,982,60602
4594,693,50285
4595,720,40322
4596,661,30583
4597,639,50522
4598,615,60133
4599,91,20193
4600,619,60367
4601,724,10633
4602,64,60746
4603,131,60459
4604,702,50811
4605,615,60078
4606,697,30344
4607,758,30818
4608,63,60371
4609,609,60471
4610,609,40790
4611,694,50564
4612,720,30378
4613,665,30818
4614,63,10618
4615,607,30624
4616,204,50305
4617,678,20195
4618,619,50383
4619,865,30226
4620,639,30786
4621,675,30893
4622,762,50548
4623,1026,50258
4624,292,40490
4625,368,10357
4626,631,60552
4627,611,30383
4628,665,30197
4629,705,10686
4630,941,50584
4631,720,10803
4632,266,61010
4633,715,20226
4634,601,50279
4635,720,30114
4636,718,10627
4637,64,10324
4638,594,30905
4639,761,20200
4640,601,20096
4641,496,10583
4642,601,40187
4643,694,40166
4644,535,40794
4645,458,60635
4646,184,20294
4647,354,40362
4648,834,60072
4649,194,40447
4650,661,30230
4651,247,20224
4652,601,10167
4653,727,10562
4654,601,60746
4655,131,40405
4656,99,50709
4657,56,20283
4658,601,30598
4659,597,10641
4660,29,40672
4661,643,60077
4662,697,40561
4663,38,20418
4664,601,20001
4665,641,50138
4666,940,40320
4667,643,61155
4668,807,30085
4669,601,20296
4670,354,50109
4671,976,10021
4672,189,10552
4673,601,10741
4674,196,40864
4675,945,60577
4676,630,30204
4677,733,50669
4678,742,50704
4679,595,50016
4680,646,10185
4681,902,10134
4682,766,10124
4683,724,10600
4684,325,20609
4685,641,10443
4686,196,30765
4687,650,50548
4688,1026,40392
4689,99,10565
4690,601,50816
4691,683,30041
4692,639,10396
4693,618,50599
4694,151,20023
4695,780,50113
4696,336,10561
4697,601,60553
4698,611,30696
4699,64,20198
4700,619,10523
4701,625,30184
4702,799,60240
4703,131,50277
4704,720,60672
4705,634,61277
4706,671,50473
4707,728,10542
4708,601,50390
4709,56,60713
4710,184,40131
4711,716,30071
4712,64,30656
4713,679,60567
4714,611,50916
4715,5760,60144
4716,131,40286
4717,661,40554
4718,638,30107
4719,799,60552
4720,611,60112
4721,634,10494
4722,625,10550
4723,601,40666
4724,623,50424
4725,742,60522
4726,604,60386
4727,609,10195
4728,841,50067
4729,5688,20412
4730,730,61022
4731,715,60483
4732,611,60975
4733,649,60466
4734,609,10269
4735,23,50095
4736,5697,10707
4737,601,60391
4738,604,60325
4739,724,50660
4740,310,40780
4741,694,20268
4742,601,61118
4743,966,30872
4744,5704,30089
4745,669,30189
4746,718,10283
4747,23,60832
4748,620,11045
4749,793,40007
4750,657,40734
4751,760,10627
4752,64,10542
4753,601,50125
4754,737,60836
4755,5676,60929
4756,624,10304
4757,102,10620
4758,684,20279
4759,601,30259
4760,247,10780
4761,604,60678
4762,91,30086
4763,5729,40369
4764,99,60113
4765,634,10176
4766,796,60077
4767,697,40637
4768,657,10619
4769,607,60433
4770,574,20100
4771,5671,40901
4772,857,30807
4773,1001,30091
4774,64,10112
4775,118,60103
4776,634,10437
4777,196,40426
4778,99,10542
4779,601,30094
4780,733,60462
4781,609,30144
4782,213,40550
4783,474,30181
4784,733,40170
4785,694,60459
4786,702,20304
4787,601,50565
4788,720,30536
4789,714,40229
4790,661,10170
4791,727,30187
4792,639,10117
4793,698,50569
4794,720,30176
4795,705,50538
4796,615,50379
4797,865,11032
4798,826,10366
4799,641,60533
4800,604,40371
4801,99,40233
4802,602,10618
4803,607,10643
4804,713,50402
4805,5710,61220
4806,297,40896
4807,52,10006
4808,315,20191
4809,619,60718
4810,131,30463
4811,102,40528
4812,602,30951
4813,481,30914
4814,357,20237
4815,601,20311
4816,833,60577
4817,630,61013
4818,715,40209
4819,694,50405
4820,5710,60259
4821,131,10252
4822,546,10631
4823,631,40546
4824,638,50280
4825,720,40532
4826,602,60246
4827,131,60397
4828,604,10243
4829,546,40431
4830,99,30116
4831,622,40357
4832,5679,60144
4833,131,10542
4834,601,40567
4835,38,40107
4836,668,20173
4837,619,20035
4838,10,40561
4839,38,40508
4840,814,40388
4841,99,40211
4842,5664,10573
4843,601,40757
4844,602,60062
4845,645,30062
4846,64,40756
4847,661,30913
4848,811,50349
4849,5709,50788
4850,599,30801
4851,64,61203
4852,810,60235
4853,642,60591
4854,630,60260
4855,131,10627
4856,64,20351
4857,592,10641
4858,29,10413
4859,618,40637
4860,657,61206
4861,1151,50374
4862,701,50366
4863,891,30792
4864,754,10075
4865,131,40475
4866,746,50488
4867,151,30116
4868,622,10182
4869,796,20289
4870,601,30569
4871,655,10541
4872,601,50169
4873,689,60088
4874,632,50304
4875,678,10701
4876,787,30782
4877,639,10159
4878,777,61179
4879,5755,40329
4880,164,61269
4881,882,50169
4882,689,10423
4883,618,20004
4884,641,40072
4885,694,20103
4886,625,50613
4887,5766,61095
4888,644,30686
4889,741,30783
4890,650,10169
4891,639,40432
4892,727,10172
4893,99,60908
4894,727,30025
4895,184,50093
4896,64,10320
4897,662,60073
